club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
LOSC Lille;AJ Auxerre;1;0;12/04/1991;;;1991;33
Olympique de Marseille;AS Nancy-Lorraine;6;2;13/04/1991;;;1991;33
AS Monaco;AS Saint-Etienne;2;0;13/04/1991;;;1991;33
AS Cannes;Paris Saint-Germain;2;0;13/04/1991;;;1991;33
SM Caen;Montpellier Hérault SC;1;0;13/04/1991;;;1991;33
FC Metz;OGC Nice;1;0;13/04/1991;;;1991;33
Toulouse FC;Stade Brestois 29;0;0;13/04/1991;;;1991;33
Olympique Lyonnais;SC Toulon;1;1;13/04/1991;;;1991;33
FC Nantes;FC Sochaux-Montbéliard;0;0;13/04/1991;;;1991;33
Girondins de Bordeaux;Stade Rennais FC;1;0;13/04/1991;;;1991;33
Stade Rennais FC;Olympique de Marseille;1;1;19/04/1991;;;1991;34
FC Sochaux-Montbéliard;AS Monaco;0;2;19/04/1991;;;1991;34
AJ Auxerre;FC Metz;3;1;20/04/1991;;;1991;34
Stade Brestois 29;AS Cannes;3;2;20/04/1991;;;1991;34
Montpellier Hérault SC;FC Nantes;1;1;20/04/1991;;;1991;34
OGC Nice;LOSC Lille;4;1;20/04/1991;;;1991;34
Olympique Lyonnais;SM Caen;3;2;20/04/1991;;;1991;34
SC Toulon;Girondins de Bordeaux;0;2;20/04/1991;;;1991;34
Paris Saint-Germain;Toulouse FC;3;0;20/04/1991;;;1991;34
AS Nancy-Lorraine;AS Saint-Etienne;1;0;20/04/1991;;;1991;34
AS Cannes;AS Nancy-Lorraine;1;0;03/05/1991;;;1991;35
Olympique de Marseille;SC Toulon;3;3;04/05/1991;;;1991;35
AS Monaco;Stade Brestois 29;5;0;04/05/1991;;;1991;35
FC Nantes;AJ Auxerre;2;3;04/05/1991;;;1991;35
LOSC Lille;Olympique Lyonnais;1;1;04/05/1991;;;1991;35
Girondins de Bordeaux;Montpellier Hérault SC;1;0;04/05/1991;;;1991;35
FC Metz;FC Sochaux-Montbéliard;2;2;04/05/1991;;;1991;35
SM Caen;OGC Nice;2;1;04/05/1991;;;1991;35
AS Saint-Etienne;Paris Saint-Germain;1;1;04/05/1991;;;1991;35
Toulouse FC;Stade Rennais FC;2;0;04/05/1991;;;1991;35
Montpellier Hérault SC;Olympique de Marseille;0;0;10/05/1991;;;1991;36
AS Nancy-Lorraine;AS Monaco;4;0;10/05/1991;;;1991;36
AJ Auxerre;Girondins de Bordeaux;0;0;10/05/1991;;;1991;36
Stade Rennais FC;AS Cannes;1;1;10/05/1991;;;1991;36
Olympique Lyonnais;FC Metz;3;1;10/05/1991;;;1991;36
SM Caen;LOSC Lille;0;0;10/05/1991;;;1991;36
Stade Brestois 29;AS Saint-Etienne;0;1;10/05/1991;;;1991;36
OGC Nice;FC Nantes;1;1;10/05/1991;;;1991;36
FC Sochaux-Montbéliard;Paris Saint-Germain;0;0;10/05/1991;;;1991;36
SC Toulon;Toulouse FC;1;0;10/05/1991;;;1991;36
Olympique de Marseille;AJ Auxerre;1;0;17/05/1991;;;1991;37
AS Monaco;Stade Rennais FC;2;1;17/05/1991;;;1991;37
AS Cannes;SC Toulon;0;0;17/05/1991;;;1991;37
FC Nantes;Olympique Lyonnais;0;0;17/05/1991;;;1991;37
Toulouse FC;Montpellier Hérault SC;0;0;17/05/1991;;;1991;37
Girondins de Bordeaux;OGC Nice;3;0;17/05/1991;;;1991;37
LOSC Lille;AS Nancy-Lorraine;0;2;17/05/1991;;;1991;37
FC Metz;SM Caen;1;1;17/05/1991;;;1991;37
Paris Saint-Germain;Stade Brestois 29;1;1;17/05/1991;;;1991;37
AS Saint-Etienne;FC Sochaux-Montbéliard;2;1;17/05/1991;;;1991;37
OGC Nice;Olympique de Marseille;0;1;22/05/1991;;;1991;38
SC Toulon;AS Monaco;1;1;24/05/1991;;;1991;38
AJ Auxerre;Toulouse FC;2;1;24/05/1991;;;1991;38
Montpellier Hérault SC;AS Cannes;0;0;24/05/1991;;;1991;38
Olympique Lyonnais;Girondins de Bordeaux;1;0;24/05/1991;;;1991;38
LOSC Lille;FC Metz;4;1;24/05/1991;;;1991;38
SM Caen;FC Nantes;1;0;24/05/1991;;;1991;38
Stade Brestois 29;FC Sochaux-Montbéliard;0;0;24/05/1991;;;1991;38
AS Nancy-Lorraine;Paris Saint-Germain;0;2;24/05/1991;;;1991;38
Stade Rennais FC;AS Saint-Etienne;0;2;24/05/1991;;;1991;38
Montpellier Hérault SC;AS Monaco;1;4;20/07/1991;;;1992;1
AJ Auxerre;Stade Rennais FC;3;1;20/07/1991;;;1992;1
RC Lens;FC Metz;0;2;20/07/1991;;;1992;1
Havre AC;Olympique Lyonnais;1;0;20/07/1991;;;1992;1
Olympique de Marseille;LOSC Lille;1;0;20/07/1991;;;1992;1
AS Nancy-Lorraine;AS Cannes;1;0;20/07/1991;;;1992;1
FC Sochaux-Montbéliard;Nîmes Olympique;1;1;20/07/1991;;;1992;1
FC Nantes;Paris Saint-Germain;0;0;20/07/1991;;;1992;1
Toulouse FC;SM Caen;0;0;20/07/1991;;;1992;1
AS Saint-Etienne;SC Toulon;3;1;20/07/1991;;;1992;1
Stade Rennais FC;FC Nantes;0;1;26/07/1991;;;1992;2
AS Cannes;Montpellier Hérault SC;2;0;26/07/1991;;;1992;2
AS Monaco;AS Nancy-Lorraine;4;1;27/07/1991;;;1992;2
FC Metz;FC Sochaux-Montbéliard;3;1;27/07/1991;;;1992;2
Paris Saint-Germain;AJ Auxerre;1;1;27/07/1991;;;1992;2
Olympique Lyonnais;Olympique de Marseille;1;1;27/07/1991;;;1992;2
LOSC Lille;Havre AC;0;0;27/07/1991;;;1992;2
SM Caen;AS Saint-Etienne;1;0;27/07/1991;;;1992;2
Nîmes Olympique;Toulouse FC;2;2;27/07/1991;;;1992;2
SC Toulon;RC Lens;0;1;27/07/1991;;;1992;2
AS Monaco;Stade Rennais FC;3;1;31/07/1991;;;1992;3
Olympique de Marseille;FC Metz;2;0;31/07/1991;;;1992;3
Havre AC;AS Cannes;1;0;31/07/1991;;;1992;3
AS Saint-Etienne;Nîmes Olympique;3;0;31/07/1991;;;1992;3
Toulouse FC;FC Sochaux-Montbéliard;2;1;31/07/1991;;;1992;3
RC Lens;SM Caen;0;0;31/07/1991;;;1992;3
FC Nantes;LOSC Lille;1;2;31/07/1991;;;1992;3
Montpellier Hérault SC;Paris Saint-Germain;1;1;31/07/1991;;;1992;3
AS Nancy-Lorraine;Olympique Lyonnais;0;0;31/07/1991;;;1992;3
AJ Auxerre;SC Toulon;1;0;31/07/1991;;;1992;3
Stade Rennais FC;Olympique de Marseille;1;2;03/08/1991;;;1992;4
FC Metz;Toulouse FC;4;0;03/08/1991;;;1992;4
Paris Saint-Germain;Havre AC;1;1;03/08/1991;;;1992;4
SM Caen;AJ Auxerre;1;0;03/08/1991;;;1992;4
LOSC Lille;AS Nancy-Lorraine;2;1;03/08/1991;;;1992;4
Nîmes Olympique;RC Lens;0;2;03/08/1991;;;1992;4
FC Sochaux-Montbéliard;AS Saint-Etienne;1;0;03/08/1991;;;1992;4
Olympique Lyonnais;Montpellier Hérault SC;1;0;03/08/1991;;;1992;4
SC Toulon;FC Nantes;0;2;03/08/1991;;;1992;4
AS Cannes;AS Monaco;1;2;04/08/1991;;;1992;4
Olympique de Marseille;Paris Saint-Germain;0;0;09/08/1991;;;1992;5
AS Monaco;Olympique Lyonnais;1;0;10/08/1991;;;1992;5
AS Nancy-Lorraine;FC Metz;1;3;10/08/1991;;;1992;5
FC Nantes;SM Caen;2;1;10/08/1991;;;1992;5
Havre AC;Stade Rennais FC;0;0;10/08/1991;;;1992;5
AS Saint-Etienne;Toulouse FC;2;1;10/08/1991;;;1992;5
AJ Auxerre;Nîmes Olympique;0;0;10/08/1991;;;1992;5
AS Cannes;LOSC Lille;1;1;10/08/1991;;;1992;5
RC Lens;FC Sochaux-Montbéliard;1;1;10/08/1991;;;1992;5
Montpellier Hérault SC;SC Toulon;1;0;10/08/1991;;;1992;5
FC Metz;AS Saint-Etienne;1;0;17/08/1991;;;1992;6
Paris Saint-Germain;AS Monaco;2;0;17/08/1991;;;1992;6
Nîmes Olympique;FC Nantes;0;0;17/08/1991;;;1992;6
LOSC Lille;Montpellier Hérault SC;1;0;17/08/1991;;;1992;6
Toulouse FC;RC Lens;1;1;17/08/1991;;;1992;6
FC Sochaux-Montbéliard;AJ Auxerre;1;0;17/08/1991;;;1992;6
Olympique Lyonnais;AS Cannes;0;0;17/08/1991;;;1992;6
Stade Rennais FC;AS Nancy-Lorraine;3;1;17/08/1991;;;1992;6
SC Toulon;Havre AC;4;0;17/08/1991;;;1992;6
SM Caen;Olympique de Marseille;1;3;18/08/1991;;;1992;6
RC Lens;AS Saint-Etienne;1;1;23/08/1991;;;1992;7
AS Monaco;LOSC Lille;1;0;24/08/1991;;;1992;7
Olympique de Marseille;Nîmes Olympique;4;2;24/08/1991;;;1992;7
FC Nantes;FC Metz;4;1;24/08/1991;;;1992;7
Havre AC;FC Sochaux-Montbéliard;1;0;24/08/1991;;;1992;7
AJ Auxerre;Toulouse FC;3;0;24/08/1991;;;1992;7
AS Cannes;Paris Saint-Germain;1;1;24/08/1991;;;1992;7
Olympique Lyonnais;SM Caen;2;2;24/08/1991;;;1992;7
Montpellier Hérault SC;Stade Rennais FC;0;0;24/08/1991;;;1992;7
AS Nancy-Lorraine;SC Toulon;0;0;24/08/1991;;;1992;7
FC Sochaux-Montbéliard;AS Monaco;1;3;28/08/1991;;;1992;8
Toulouse FC;FC Nantes;2;1;28/08/1991;;;1992;8
Paris Saint-Germain;AS Nancy-Lorraine;1;0;28/08/1991;;;1992;8
LOSC Lille;Olympique Lyonnais;1;0;28/08/1991;;;1992;8
AS Saint-Etienne;AJ Auxerre;1;1;28/08/1991;;;1992;8
Stade Rennais FC;RC Lens;0;0;28/08/1991;;;1992;8
SM Caen;Havre AC;2;1;28/08/1991;;;1992;8
Nîmes Olympique;AS Cannes;2;1;28/08/1991;;;1992;8
SC Toulon;Olympique de Marseille;1;0;28/08/1991;;;1992;8
FC Metz;Montpellier Hérault SC;1;3;29/08/1991;;;1992;8
FC Nantes;AS Saint-Etienne;1;0;07/09/1991;;;1992;9
Olympique Lyonnais;Paris Saint-Germain;0;1;07/09/1991;;;1992;9
AJ Auxerre;RC Lens;1;0;07/09/1991;;;1992;9
Havre AC;FC Metz;0;0;07/09/1991;;;1992;9
LOSC Lille;FC Sochaux-Montbéliard;0;0;07/09/1991;;;1992;9
Montpellier Hérault SC;SM Caen;3;1;07/09/1991;;;1992;9
AS Nancy-Lorraine;Nîmes Olympique;2;3;07/09/1991;;;1992;9
AS Cannes;Stade Rennais FC;3;1;07/09/1991;;;1992;9
AS Monaco;SC Toulon;3;0;07/09/1991;;;1992;9
Olympique de Marseille;Toulouse FC;2;0;08/09/1991;;;1992;9
AS Saint-Etienne;AS Monaco;0;1;12/09/1991;;;1992;10
FC Metz;AJ Auxerre;2;1;12/09/1991;;;1992;10
Paris Saint-Germain;LOSC Lille;2;0;13/09/1991;;;1992;10
FC Sochaux-Montbéliard;Olympique de Marseille;2;3;14/09/1991;;;1992;10
RC Lens;FC Nantes;0;0;14/09/1991;;;1992;10
SM Caen;AS Nancy-Lorraine;5;1;14/09/1991;;;1992;10
Nîmes Olympique;Havre AC;1;0;14/09/1991;;;1992;10
Toulouse FC;Montpellier Hérault SC;1;1;14/09/1991;;;1992;10
Stade Rennais FC;Olympique Lyonnais;0;2;14/09/1991;;;1992;10
SC Toulon;AS Cannes;4;3;14/09/1991;;;1992;10
AS Monaco;Nîmes Olympique;1;1;21/09/1991;;;1992;11
Olympique de Marseille;RC Lens;1;1;21/09/1991;;;1992;11
Paris Saint-Germain;FC Metz;3;0;21/09/1991;;;1992;11
FC Nantes;AJ Auxerre;2;0;21/09/1991;;;1992;11
LOSC Lille;Stade Rennais FC;1;1;21/09/1991;;;1992;11
Havre AC;AS Saint-Etienne;2;1;21/09/1991;;;1992;11
Montpellier Hérault SC;FC Sochaux-Montbéliard;3;2;21/09/1991;;;1992;11
AS Nancy-Lorraine;Toulouse FC;1;1;21/09/1991;;;1992;11
Olympique Lyonnais;SC Toulon;1;1;21/09/1991;;;1992;11
AS Cannes;SM Caen;2;0;22/09/1991;;;1992;11
SM Caen;AS Monaco;1;0;26/09/1991;;;1992;12
AJ Auxerre;Olympique de Marseille;1;1;27/09/1991;;;1992;12
Stade Rennais FC;Paris Saint-Germain;0;0;28/09/1991;;;1992;12
FC Sochaux-Montbéliard;FC Nantes;3;1;28/09/1991;;;1992;12
FC Metz;AS Cannes;1;2;28/09/1991;;;1992;12
Toulouse FC;Havre AC;0;0;28/09/1991;;;1992;12
Nîmes Olympique;Olympique Lyonnais;2;1;28/09/1991;;;1992;12
RC Lens;Montpellier Hérault SC;1;1;28/09/1991;;;1992;12
AS Saint-Etienne;AS Nancy-Lorraine;3;0;28/09/1991;;;1992;12
SC Toulon;LOSC Lille;1;2;28/09/1991;;;1992;12
Olympique de Marseille;FC Nantes;4;0;05/10/1991;;;1992;13
AS Monaco;Toulouse FC;0;2;05/10/1991;;;1992;13
LOSC Lille;FC Metz;0;2;05/10/1991;;;1992;13
Havre AC;AJ Auxerre;1;0;05/10/1991;;;1992;13
Montpellier Hérault SC;Nîmes Olympique;0;0;05/10/1991;;;1992;13
Stade Rennais FC;SM Caen;1;0;05/10/1991;;;1992;13
AS Nancy-Lorraine;RC Lens;3;1;05/10/1991;;;1992;13
Paris Saint-Germain;SC Toulon;2;3;05/10/1991;;;1992;13
Olympique Lyonnais;AS Saint-Etienne;0;0;06/10/1991;;;1992;13
AS Cannes;FC Sochaux-Montbéliard;2;1;06/10/1991;;;1992;13
FC Metz;AS Monaco;2;0;17/10/1991;;;1992;14
Toulouse FC;AS Cannes;2;0;17/10/1991;;;1992;14
FC Sochaux-Montbéliard;Olympique Lyonnais;1;0;18/10/1991;;;1992;14
AJ Auxerre;AS Nancy-Lorraine;3;1;18/10/1991;;;1992;14
SM Caen;Paris Saint-Germain;2;0;19/10/1991;;;1992;14
FC Nantes;Montpellier Hérault SC;0;0;19/10/1991;;;1992;14
RC Lens;Havre AC;0;0;19/10/1991;;;1992;14
Nîmes Olympique;LOSC Lille;1;0;19/10/1991;;;1992;14
SC Toulon;Stade Rennais FC;1;0;20/10/1991;;;1992;14
AS Saint-Etienne;Olympique de Marseille;1;1;29/01/1992;;;1992;14
Havre AC;Olympique de Marseille;0;2;26/10/1991;;;1992;15
AS Monaco;RC Lens;0;0;26/10/1991;;;1992;15
Paris Saint-Germain;Nîmes Olympique;2;0;26/10/1991;;;1992;15
Stade Rennais FC;FC Metz;3;1;26/10/1991;;;1992;15
LOSC Lille;SM Caen;1;2;26/10/1991;;;1992;15
AS Nancy-Lorraine;FC Nantes;3;1;26/10/1991;;;1992;15
Montpellier Hérault SC;AJ Auxerre;1;1;26/10/1991;;;1992;15
Olympique Lyonnais;Toulouse FC;1;0;26/10/1991;;;1992;15
AS Cannes;AS Saint-Etienne;0;2;26/10/1991;;;1992;15
SC Toulon;FC Sochaux-Montbéliard;2;0;26/10/1991;;;1992;15
AJ Auxerre;AS Monaco;1;1;31/10/1991;;;1992;16
Olympique de Marseille;AS Nancy-Lorraine;4;0;01/11/1991;;;1992;16
FC Metz;Olympique Lyonnais;1;1;01/11/1991;;;1992;16
AS Saint-Etienne;Montpellier Hérault SC;1;1;01/11/1991;;;1992;16
RC Lens;AS Cannes;1;1;01/11/1991;;;1992;16
FC Sochaux-Montbéliard;Paris Saint-Germain;0;2;02/11/1991;;;1992;16
FC Nantes;Havre AC;0;0;02/11/1991;;;1992;16
Toulouse FC;LOSC Lille;1;0;02/11/1991;;;1992;16
Nîmes Olympique;Stade Rennais FC;1;2;02/11/1991;;;1992;16
SM Caen;SC Toulon;4;1;02/11/1991;;;1992;16
Montpellier Hérault SC;Olympique de Marseille;0;0;09/11/1991;;;1992;17
AS Monaco;FC Nantes;1;0;09/11/1991;;;1992;17
Paris Saint-Germain;Toulouse FC;0;0;09/11/1991;;;1992;17
SM Caen;FC Metz;1;0;09/11/1991;;;1992;17
AS Nancy-Lorraine;Havre AC;1;3;09/11/1991;;;1992;17
AS Cannes;AJ Auxerre;1;1;09/11/1991;;;1992;17
LOSC Lille;AS Saint-Etienne;2;0;09/11/1991;;;1992;17
Olympique Lyonnais;RC Lens;1;1;09/11/1991;;;1992;17
Stade Rennais FC;FC Sochaux-Montbéliard;2;0;09/11/1991;;;1992;17
SC Toulon;Nîmes Olympique;5;0;09/11/1991;;;1992;17
Olympique de Marseille;AS Monaco;1;1;14/11/1991;;;1992;18
Nîmes Olympique;SM Caen;0;1;16/11/1991;;;1992;18
AS Saint-Etienne;Paris Saint-Germain;3;0;16/11/1991;;;1992;18
Havre AC;Montpellier Hérault SC;3;1;16/11/1991;;;1992;18
AJ Auxerre;Olympique Lyonnais;3;0;16/11/1991;;;1992;18
FC Nantes;AS Cannes;1;0;16/11/1991;;;1992;18
Toulouse FC;Stade Rennais FC;2;0;16/11/1991;;;1992;18
RC Lens;LOSC Lille;0;0;16/11/1991;;;1992;18
FC Sochaux-Montbéliard;AS Nancy-Lorraine;2;2;16/11/1991;;;1992;18
FC Metz;SC Toulon;4;1;16/11/1991;;;1992;18
AS Cannes;Olympique de Marseille;1;2;23/11/1991;;;1992;19
AS Monaco;Havre AC;0;2;23/11/1991;;;1992;19
SM Caen;FC Sochaux-Montbéliard;1;1;23/11/1991;;;1992;19
Paris Saint-Germain;RC Lens;1;0;23/11/1991;;;1992;19
FC Metz;Nîmes Olympique;4;0;23/11/1991;;;1992;19
Olympique Lyonnais;FC Nantes;0;1;23/11/1991;;;1992;19
LOSC Lille;AJ Auxerre;1;0;23/11/1991;;;1992;19
Montpellier Hérault SC;AS Nancy-Lorraine;2;0;23/11/1991;;;1992;19
Stade Rennais FC;AS Saint-Etienne;0;0;23/11/1991;;;1992;19
SC Toulon;Toulouse FC;1;0;23/11/1991;;;1992;19
FC Nantes;Stade Rennais FC;1;0;29/11/1991;;;1992;20
Olympique de Marseille;Olympique Lyonnais;0;0;30/11/1991;;;1992;20
AS Nancy-Lorraine;AS Monaco;1;4;30/11/1991;;;1992;20
AJ Auxerre;Paris Saint-Germain;2;2;30/11/1991;;;1992;20
Havre AC;LOSC Lille;0;0;30/11/1991;;;1992;20
FC Sochaux-Montbéliard;FC Metz;0;0;30/11/1991;;;1992;20
Montpellier Hérault SC;AS Cannes;3;0;30/11/1991;;;1992;20
Toulouse FC;Nîmes Olympique;0;1;30/11/1991;;;1992;20
RC Lens;SC Toulon;2;1;30/11/1991;;;1992;20
AS Saint-Etienne;SM Caen;1;1;01/12/1991;;;1992;20
SM Caen;RC Lens;2;0;06/12/1991;;;1992;21
FC Metz;Olympique de Marseille;0;0;07/12/1991;;;1992;21
Stade Rennais FC;AS Monaco;0;0;07/12/1991;;;1992;21
Paris Saint-Germain;Montpellier Hérault SC;1;1;07/12/1991;;;1992;21
AS Cannes;Havre AC;0;0;07/12/1991;;;1992;21
LOSC Lille;FC Nantes;0;0;07/12/1991;;;1992;21
FC Sochaux-Montbéliard;Toulouse FC;0;0;07/12/1991;;;1992;21
Nîmes Olympique;AS Saint-Etienne;1;1;07/12/1991;;;1992;21
Olympique Lyonnais;AS Nancy-Lorraine;2;1;07/12/1991;;;1992;21
SC Toulon;AJ Auxerre;0;3;07/12/1991;;;1992;21
Olympique de Marseille;Stade Rennais FC;5;1;14/12/1991;;;1992;22
AS Monaco;AS Cannes;3;1;14/12/1991;;;1992;22
Havre AC;Paris Saint-Germain;1;1;14/12/1991;;;1992;22
AJ Auxerre;SM Caen;5;1;14/12/1991;;;1992;22
Toulouse FC;FC Metz;1;0;14/12/1991;;;1992;22
Montpellier Hérault SC;Olympique Lyonnais;3;0;14/12/1991;;;1992;22
AS Nancy-Lorraine;LOSC Lille;1;2;14/12/1991;;;1992;22
AS Saint-Etienne;FC Sochaux-Montbéliard;2;1;14/12/1991;;;1992;22
RC Lens;Nîmes Olympique;0;0;14/12/1991;;;1992;22
FC Nantes;SC Toulon;1;2;14/12/1991;;;1992;22
Paris Saint-Germain;Olympique de Marseille;0;0;17/12/1991;;;1992;23
Olympique Lyonnais;AS Monaco;2;0;18/12/1991;;;1992;23
SM Caen;FC Nantes;1;1;18/12/1991;;;1992;23
Stade Rennais FC;Havre AC;0;2;18/12/1991;;;1992;23
Nîmes Olympique;AJ Auxerre;0;0;18/12/1991;;;1992;23
LOSC Lille;AS Cannes;0;0;18/12/1991;;;1992;23
Toulouse FC;AS Saint-Etienne;1;1;18/12/1991;;;1992;23
FC Sochaux-Montbéliard;RC Lens;1;2;18/12/1991;;;1992;23
SC Toulon;Montpellier Hérault SC;0;1;18/12/1991;;;1992;23
FC Metz;AS Nancy-Lorraine;0;1;03/03/1992;;;1992;23
Olympique de Marseille;SM Caen;5;0;21/12/1991;;;1992;24
AS Monaco;Paris Saint-Germain;1;0;21/12/1991;;;1992;24
AJ Auxerre;FC Sochaux-Montbéliard;4;0;21/12/1991;;;1992;24
Montpellier Hérault SC;LOSC Lille;0;0;21/12/1991;;;1992;24
FC Nantes;Nîmes Olympique;3;2;21/12/1991;;;1992;24
AS Saint-Etienne;FC Metz;2;0;21/12/1991;;;1992;24
RC Lens;Toulouse FC;4;0;21/12/1991;;;1992;24
AS Cannes;Olympique Lyonnais;0;0;21/12/1991;;;1992;24
AS Nancy-Lorraine;Stade Rennais FC;1;1;21/12/1991;;;1992;24
Havre AC;SC Toulon;3;0;21/12/1991;;;1992;24
LOSC Lille;AS Monaco;1;2;18/01/1992;;;1992;25
Paris Saint-Germain;AS Cannes;3;2;18/01/1992;;;1992;25
SM Caen;Olympique Lyonnais;1;0;18/01/1992;;;1992;25
Toulouse FC;AJ Auxerre;2;3;18/01/1992;;;1992;25
Stade Rennais FC;Montpellier Hérault SC;0;2;18/01/1992;;;1992;25
FC Metz;FC Nantes;1;1;18/01/1992;;;1992;25
SC Toulon;AS Nancy-Lorraine;4;2;18/01/1992;;;1992;25
AS Saint-Etienne;RC Lens;0;4;19/01/1992;;;1992;25
Nîmes Olympique;Olympique de Marseille;1;2;19/01/1992;;;1992;25
FC Sochaux-Montbéliard;Havre AC;0;0;19/01/1992;;;1992;25
Havre AC;SM Caen;0;1;24/01/1992;;;1992;26
AS Monaco;FC Sochaux-Montbéliard;2;0;25/01/1992;;;1992;26
AJ Auxerre;AS Saint-Etienne;2;0;25/01/1992;;;1992;26
Montpellier Hérault SC;FC Metz;1;0;25/01/1992;;;1992;26
AS Nancy-Lorraine;Paris Saint-Germain;0;0;25/01/1992;;;1992;26
FC Nantes;Toulouse FC;1;1;25/01/1992;;;1992;26
RC Lens;Stade Rennais FC;0;0;25/01/1992;;;1992;26
Olympique Lyonnais;LOSC Lille;1;0;25/01/1992;;;1992;26
AS Cannes;Nîmes Olympique;0;0;25/01/1992;;;1992;26
Olympique de Marseille;SC Toulon;0;1;26/01/1992;;;1992;26
Toulouse FC;Olympique de Marseille;0;2;01/02/1992;;;1992;27
Paris Saint-Germain;Olympique Lyonnais;3;0;01/02/1992;;;1992;27
SM Caen;Montpellier Hérault SC;0;0;01/02/1992;;;1992;27
RC Lens;AJ Auxerre;0;0;01/02/1992;;;1992;27
FC Metz;Havre AC;1;1;01/02/1992;;;1992;27
Stade Rennais FC;AS Cannes;0;0;01/02/1992;;;1992;27
SC Toulon;AS Monaco;1;1;01/02/1992;;;1992;27
Nîmes Olympique;AS Nancy-Lorraine;1;2;02/02/1992;;;1992;27
FC Sochaux-Montbéliard;LOSC Lille;2;1;02/02/1992;;;1992;27
AS Saint-Etienne;FC Nantes;2;1;17/03/1992;;;1992;27
AJ Auxerre;FC Metz;3;0;07/02/1992;;;1992;28
AS Monaco;AS Saint-Etienne;2;0;08/02/1992;;;1992;28
LOSC Lille;Paris Saint-Germain;0;0;08/02/1992;;;1992;28
Montpellier Hérault SC;Toulouse FC;0;0;08/02/1992;;;1992;28
Havre AC;Nîmes Olympique;1;1;08/02/1992;;;1992;28
AS Nancy-Lorraine;SM Caen;3;0;08/02/1992;;;1992;28
FC Nantes;RC Lens;1;0;08/02/1992;;;1992;28
Olympique Lyonnais;Stade Rennais FC;3;1;08/02/1992;;;1992;28
AS Cannes;SC Toulon;0;1;08/02/1992;;;1992;28
Olympique de Marseille;FC Sochaux-Montbéliard;2;2;09/02/1992;;;1992;28
Nîmes Olympique;AS Monaco;0;1;14/02/1992;;;1992;29
RC Lens;Olympique de Marseille;2;1;15/02/1992;;;1992;29
AJ Auxerre;FC Nantes;2;2;15/02/1992;;;1992;29
SM Caen;AS Cannes;3;1;15/02/1992;;;1992;29
Stade Rennais FC;LOSC Lille;2;3;15/02/1992;;;1992;29
Toulouse FC;AS Nancy-Lorraine;1;0;15/02/1992;;;1992;29
SC Toulon;Olympique Lyonnais;1;0;15/02/1992;;;1992;29
FC Metz;Paris Saint-Germain;0;0;16/02/1992;;;1992;29
FC Sochaux-Montbéliard;Montpellier Hérault SC;1;1;16/02/1992;;;1992;29
AS Saint-Etienne;Havre AC;4;0;16/02/1992;;;1992;29
AS Monaco;SM Caen;2;1;28/02/1992;;;1992;30
Olympique de Marseille;AJ Auxerre;2;0;29/02/1992;;;1992;30
Paris Saint-Germain;Stade Rennais FC;1;0;29/02/1992;;;1992;30
Montpellier Hérault SC;RC Lens;0;0;29/02/1992;;;1992;30
Havre AC;Toulouse FC;1;1;29/02/1992;;;1992;30
FC Nantes;FC Sochaux-Montbéliard;0;0;29/02/1992;;;1992;30
AS Nancy-Lorraine;AS Saint-Etienne;0;2;29/02/1992;;;1992;30
AS Cannes;FC Metz;1;1;29/02/1992;;;1992;30
Olympique Lyonnais;Nîmes Olympique;1;0;29/02/1992;;;1992;30
LOSC Lille;SC Toulon;1;0;29/02/1992;;;1992;30
SC Toulon;Paris Saint-Germain;2;5;06/03/1992;;;1992;31
FC Nantes;Olympique de Marseille;0;1;07/03/1992;;;1992;31
Toulouse FC;AS Monaco;0;0;07/03/1992;;;1992;31
AJ Auxerre;Havre AC;3;0;07/03/1992;;;1992;31
SM Caen;Stade Rennais FC;0;0;07/03/1992;;;1992;31
Nîmes Olympique;Montpellier Hérault SC;2;1;07/03/1992;;;1992;31
RC Lens;AS Nancy-Lorraine;1;0;07/03/1992;;;1992;31
FC Metz;LOSC Lille;1;0;07/03/1992;;;1992;31
AS Saint-Etienne;Olympique Lyonnais;1;2;07/03/1992;;;1992;31
FC Sochaux-Montbéliard;AS Cannes;1;0;07/03/1992;;;1992;31
Paris Saint-Germain;SM Caen;3;1;19/03/1992;;;1992;32
Montpellier Hérault SC;FC Nantes;2;1;20/03/1992;;;1992;32
Olympique de Marseille;AS Saint-Etienne;2;0;21/03/1992;;;1992;32
AS Monaco;FC Metz;3;1;21/03/1992;;;1992;32
AS Nancy-Lorraine;AJ Auxerre;2;1;21/03/1992;;;1992;32
Havre AC;RC Lens;1;0;21/03/1992;;;1992;32
LOSC Lille;Nîmes Olympique;1;1;21/03/1992;;;1992;32
AS Cannes;Toulouse FC;2;0;21/03/1992;;;1992;32
Olympique Lyonnais;FC Sochaux-Montbéliard;0;1;21/03/1992;;;1992;32
Stade Rennais FC;SC Toulon;0;0;21/03/1992;;;1992;32
RC Lens;AS Monaco;0;1;27/03/1992;;;1992;33
Olympique de Marseille;Havre AC;2;0;28/03/1992;;;1992;33
Nîmes Olympique;Paris Saint-Germain;0;1;28/03/1992;;;1992;33
AJ Auxerre;Montpellier Hérault SC;1;0;28/03/1992;;;1992;33
SM Caen;LOSC Lille;3;3;28/03/1992;;;1992;33
FC Nantes;AS Nancy-Lorraine;0;0;28/03/1992;;;1992;33
