club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
Tours FC;Montpellier Hérault SC;1;1;20/04/2007;20:00;;2007;33
Amiens SC;FC Metz;0;2;20/04/2007;20:30;;2007;33
RC Strasbourg;Stade de Reims;1;0;23/04/2007;20:30;;2007;33
Amiens SC;EA Guingamp;3;1;27/04/2007;20:00;;2007;34
SC Bastia;AC Ajaccio;4;1;27/04/2007;20:00;;2007;34
Stade Brestois 29;FC Istres;0;0;27/04/2007;20:00;;2007;34
Dijon FCO;US Créteil-Lusitanos;1;1;27/04/2007;20:00;;2007;34
FC Libourne Saint Seurin;RC Strasbourg;1;0;27/04/2007;20:00;;2007;34
Montpellier Hérault SC;Châteauroux;1;3;27/04/2007;20:00;;2007;34
Chamois Niortais;Tours FC;0;0;27/04/2007;20:00;;2007;34
Stade de Reims;GF38;0;1;27/04/2007;20:00;;2007;34
FC Metz;Havre AC;1;0;27/04/2007;20:30;;2007;34
SM Caen;FC Gueugnon;1;1;30/04/2007;20:30;;2007;34
AC Ajaccio;FC Metz;2;1;04/05/2007;20:00;;2007;35
Châteauroux;SM Caen;1;1;04/05/2007;20:00;;2007;35
GF38;SC Bastia;1;1;04/05/2007;20:00;;2007;35
FC Gueugnon;FC Libourne Saint Seurin;1;3;04/05/2007;20:00;;2007;35
EA Guingamp;Chamois Niortais;1;0;04/05/2007;20:00;;2007;35
FC Istres;Stade de Reims;2;2;04/05/2007;20:00;;2007;35
Havre AC;Dijon FCO;1;2;04/05/2007;20:00;;2007;35
Tours FC;Amiens SC;0;2;04/05/2007;20:00;;2007;35
RC Strasbourg;Stade Brestois 29;1;0;04/05/2007;20:30;;2007;35
US Créteil-Lusitanos;Montpellier Hérault SC;1;0;07/05/2007;20:30;;2007;35
Amiens SC;Châteauroux;3;1;11/05/2007;20:00;;2007;36
SC Bastia;RC Strasbourg;1;2;11/05/2007;20:00;;2007;36
Stade Brestois 29;FC Gueugnon;2;1;11/05/2007;20:00;;2007;36
Dijon FCO;AC Ajaccio;2;2;11/05/2007;20:00;;2007;36
EA Guingamp;Tours FC;3;1;11/05/2007;20:00;;2007;36
FC Libourne Saint Seurin;FC Istres;1;2;11/05/2007;20:00;;2007;36
FC Metz;GF38;1;2;11/05/2007;20:00;;2007;36
Chamois Niortais;US Créteil-Lusitanos;2;1;11/05/2007;20:00;;2007;36
SM Caen;Stade de Reims;2;1;11/05/2007;20:30;;2007;36
Montpellier Hérault SC;Havre AC;2;1;14/05/2007;20:30;;2007;36
AC Ajaccio;Montpellier Hérault SC;0;2;18/05/2007;20:00;;2007;37
Châteauroux;EA Guingamp;1;0;18/05/2007;20:00;;2007;37
US Créteil-Lusitanos;Amiens SC;0;2;18/05/2007;20:00;;2007;37
GF38;Dijon FCO;2;1;18/05/2007;20:00;;2007;37
FC Gueugnon;SC Bastia;4;2;18/05/2007;20:00;;2007;37
FC Istres;SM Caen;1;2;18/05/2007;20:00;;2007;37
Havre AC;Chamois Niortais;2;2;18/05/2007;20:00;;2007;37
Stade de Reims;FC Libourne Saint Seurin;1;1;18/05/2007;20:00;;2007;37
RC Strasbourg;FC Metz;2;1;18/05/2007;20:00;;2007;37
Tours FC;Stade Brestois 29;1;2;18/05/2007;20:00;;2007;37
Amiens SC;Havre AC;2;0;25/05/2007;20:00;;2007;38
SC Bastia;FC Istres;4;1;25/05/2007;20:00;;2007;38
Stade Brestois 29;Stade de Reims;3;0;25/05/2007;20:00;;2007;38
Dijon FCO;RC Strasbourg;3;1;25/05/2007;20:00;;2007;38
EA Guingamp;US Créteil-Lusitanos;2;1;25/05/2007;20:00;;2007;38
FC Libourne Saint Seurin;SM Caen;1;2;25/05/2007;20:00;;2007;38
FC Metz;FC Gueugnon;1;2;25/05/2007;20:00;;2007;38
Montpellier Hérault SC;GF38;1;0;25/05/2007;20:00;;2007;38
Chamois Niortais;AC Ajaccio;3;0;25/05/2007;20:00;;2007;38
Tours FC;Châteauroux;2;1;25/05/2007;20:00;;2007;38
SC Bastia;Havre AC;0;2;27/07/2007;20:00;;2008;1
Clermont Foot;Châteauroux;0;0;27/07/2007;20:00;;2008;1
Dijon FCO;AC Ajaccio;1;1;27/07/2007;20:00;;2008;1
FC Gueugnon;Amiens SC;1;2;27/07/2007;20:00;;2008;1
FC Libourne Saint Seurin;Montpellier Hérault SC;1;3;27/07/2007;20:00;;2008;1
Chamois Niortais;US Boulogne CO;2;1;27/07/2007;20:00;;2008;1
ESTAC Troyes;EA Guingamp;1;0;27/07/2007;20:00;;2008;1
Stade Brestois 29;Angers SCO;1;0;27/07/2007;20:30;;2008;1
GF38;CS Sedan;0;0;27/07/2007;20:30;;2008;1
FC Nantes;Stade de Reims;5;0;30/07/2007;20:30;;2008;1
AC Ajaccio;US Boulogne CO;2;2;03/08/2007;20:00;;2008;2
Angers SCO;GF38;0;2;03/08/2007;20:00;;2008;2
EA Guingamp;Chamois Niortais;0;0;03/08/2007;20:00;;2008;2
Havre AC;Stade Brestois 29;1;1;03/08/2007;20:00;;2008;2
Montpellier Hérault SC;Dijon FCO;1;1;03/08/2007;20:00;;2008;2
Stade de Reims;FC Libourne Saint Seurin;2;1;03/08/2007;20:00;;2008;2
CS Sedan;FC Gueugnon;3;1;03/08/2007;20:00;;2008;2
Châteauroux;FC Nantes;1;2;03/08/2007;20:30;;2008;2
Clermont Foot;SC Bastia;2;3;03/08/2007;20:30;;2008;2
Amiens SC;ESTAC Troyes;0;0;06/08/2007;20:30;;2008;2
AC Ajaccio;EA Guingamp;1;1;10/08/2007;20:00;;2008;3
Dijon FCO;Amiens SC;1;0;10/08/2007;20:00;;2008;3
GF38;Stade de Reims;2;0;10/08/2007;20:00;;2008;3
FC Gueugnon;Châteauroux;3;1;10/08/2007;20:00;;2008;3
FC Libourne Saint Seurin;Havre AC;3;1;10/08/2007;20:00;;2008;3
Chamois Niortais;CS Sedan;0;1;10/08/2007;20:00;;2008;3
ESTAC Troyes;Angers SCO;2;2;10/08/2007;20:00;;2008;3
US Boulogne CO;Montpellier Hérault SC;2;0;10/08/2007;20:30;;2008;3
FC Nantes;Clermont Foot;2;2;10/08/2007;20:30;;2008;3
Stade Brestois 29;SC Bastia;3;1;13/08/2007;20:30;;2008;3
Angers SCO;AC Ajaccio;1;0;17/08/2007;20:00;;2008;4
SC Bastia;FC Gueugnon;1;0;17/08/2007;20:00;;2008;4
Châteauroux;FC Libourne Saint Seurin;2;0;17/08/2007;20:00;;2008;4
Clermont Foot;Stade Brestois 29;1;0;17/08/2007;20:00;;2008;4
EA Guingamp;US Boulogne CO;4;2;17/08/2007;20:00;;2008;4
Stade de Reims;Chamois Niortais;3;1;17/08/2007;20:00;;2008;4
CS Sedan;Dijon FCO;0;1;17/08/2007;20:00;;2008;4
Amiens SC;GF38;1;2;17/08/2007;20:30;;2008;4
Montpellier Hérault SC;ESTAC Troyes;3;0;17/08/2007;20:30;;2008;4
Havre AC;FC Nantes;1;0;20/08/2007;20:30;;2008;4
AC Ajaccio;CS Sedan;2;1;24/08/2007;20:00;;2008;5
US Boulogne CO;Angers SCO;1;0;24/08/2007;20:00;;2008;5
Dijon FCO;Châteauroux;0;0;24/08/2007;20:00;;2008;5
FC Gueugnon;Stade de Reims;0;1;24/08/2007;20:00;;2008;5
EA Guingamp;Amiens SC;1;0;24/08/2007;20:00;;2008;5
FC Libourne Saint Seurin;Clermont Foot;1;1;24/08/2007;20:00;;2008;5
Chamois Niortais;Montpellier Hérault SC;1;0;24/08/2007;20:00;;2008;5
ESTAC Troyes;SC Bastia;2;0;24/08/2007;20:00;;2008;5
GF38;Havre AC;0;2;24/08/2007;20:30;;2008;5
FC Nantes;Stade Brestois 29;3;0;24/08/2007;20:30;;2008;5
Amiens SC;Chamois Niortais;0;2;31/08/2007;20:00;;2008;6
Angers SCO;EA Guingamp;2;1;31/08/2007;20:00;;2008;6
Stade Brestois 29;FC Libourne Saint Seurin;1;0;31/08/2007;20:00;;2008;6
Châteauroux;ESTAC Troyes;1;3;31/08/2007;20:00;;2008;6
Clermont Foot;GF38;0;0;31/08/2007;20:00;;2008;6
Havre AC;FC Gueugnon;4;1;31/08/2007;20:00;;2008;6
CS Sedan;US Boulogne CO;1;1;31/08/2007;20:00;;2008;6
Montpellier Hérault SC;AC Ajaccio;1;0;31/08/2007;20:30;;2008;6
Stade de Reims;Dijon FCO;0;1;31/08/2007;20:30;;2008;6
SC Bastia;FC Nantes;0;1;03/09/2007;20:30;;2008;6
AC Ajaccio;Amiens SC;1;0;14/09/2007;20:00;;2008;7
US Boulogne CO;Châteauroux;1;3;14/09/2007;20:00;;2008;7
FC Gueugnon;Clermont Foot;1;1;14/09/2007;20:00;;2008;7
EA Guingamp;Montpellier Hérault SC;0;2;14/09/2007;20:00;;2008;7
FC Libourne Saint Seurin;SC Bastia;2;4;14/09/2007;20:00;;2008;7
Chamois Niortais;Angers SCO;0;1;14/09/2007;20:00;;2008;7
ESTAC Troyes;Stade de Reims;4;2;14/09/2007;20:00;;2008;7
Dijon FCO;Havre AC;2;3;14/09/2007;20:30;;2008;7
GF38;Stade Brestois 29;3;1;14/09/2007;20:30;;2008;7
FC Nantes;CS Sedan;2;1;17/09/2007;20:30;;2008;7
Clermont Foot;Dijon FCO;3;0;21/09/2007;19:30;;2008;8
Havre AC;ESTAC Troyes;0;0;21/09/2007;19:30;;2008;8
Amiens SC;US Boulogne CO;2;1;21/09/2007;20:00;;2008;8
Angers SCO;Montpellier Hérault SC;1;1;21/09/2007;20:00;;2008;8
SC Bastia;GF38;0;0;21/09/2007;20:00;;2008;8
Stade Brestois 29;FC Gueugnon;2;1;21/09/2007;20:00;;2008;8
Châteauroux;Chamois Niortais;1;0;21/09/2007;20:00;;2008;8
Stade de Reims;AC Ajaccio;0;0;21/09/2007;20:00;;2008;8
CS Sedan;EA Guingamp;1;0;21/09/2007;20:00;;2008;8
FC Libourne Saint Seurin;FC Nantes;2;3;24/09/2007;20:30;;2008;8
AC Ajaccio;Havre AC;0;3;28/09/2007;20:00;;2008;9
US Boulogne CO;Stade de Reims;1;0;28/09/2007;20:00;;2008;9
FC Gueugnon;FC Libourne Saint Seurin;2;2;28/09/2007;20:00;;2008;9
EA Guingamp;Châteauroux;2;2;28/09/2007;20:00;;2008;9
Chamois Niortais;SC Bastia;1;3;28/09/2007;20:00;;2008;9
Dijon FCO;Stade Brestois 29;2;2;28/09/2007;20:30;;2008;9
Angers SCO;Amiens SC;2;0;29/09/2007;20:00;;2008;9
ESTAC Troyes;Clermont Foot;2;2;29/09/2007;20:00;;2008;9
GF38;FC Nantes;0;3;01/10/2007;20:30;;2008;9
Montpellier Hérault SC;CS Sedan;0;0;17/11/2007;20:00;;2008;9
Amiens SC;Montpellier Hérault SC;1;1;02/10/2007;20:00;;2008;10
SC Bastia;Dijon FCO;0;0;02/10/2007;20:00;;2008;10
Stade Brestois 29;ESTAC Troyes;0;0;02/10/2007;20:00;;2008;10
Châteauroux;AC Ajaccio;0;0;02/10/2007;20:00;;2008;10
Clermont Foot;US Boulogne CO;0;0;02/10/2007;20:00;;2008;10
Havre AC;Chamois Niortais;1;1;02/10/2007;20:00;;2008;10
Stade de Reims;EA Guingamp;3;2;02/10/2007;20:00;;2008;10
CS Sedan;Angers SCO;2;2;02/10/2007;20:00;;2008;10
FC Nantes;FC Gueugnon;0;0;04/10/2007;18:15;;2008;10
FC Libourne Saint Seurin;GF38;1;2;04/10/2007;20:30;;2008;10
AC Ajaccio;Clermont Foot;3;1;05/10/2007;20:00;;2008;11
Amiens SC;CS Sedan;2;1;05/10/2007;20:00;;2008;11
Angers SCO;Stade de Reims;1;0;05/10/2007;20:00;;2008;11
EA Guingamp;SC Bastia;0;1;05/10/2007;20:00;;2008;11
Montpellier Hérault SC;Châteauroux;1;0;05/10/2007;20:00;;2008;11
Chamois Niortais;Stade Brestois 29;0;1;05/10/2007;20:00;;2008;11
US Boulogne CO;Havre AC;0;3;05/10/2007;20:30;;2008;11
GF38;FC Gueugnon;3;1;07/10/2007;18:00;;2008;11
ESTAC Troyes;FC Libourne Saint Seurin;2;0;07/10/2007;18:00;;2008;11
Dijon FCO;FC Nantes;0;0;08/10/2007;20:30;;2008;11
SC Bastia;US Boulogne CO;4;0;19/10/2007;20:00;;2008;12
Stade Brestois 29;AC Ajaccio;0;1;19/10/2007;20:00;;2008;12
Châteauroux;CS Sedan;1;1;19/10/2007;20:00;;2008;12
Clermont Foot;Angers SCO;2;0;19/10/2007;20:00;;2008;12
GF38;EA Guingamp;0;0;19/10/2007;20:00;;2008;12
FC Gueugnon;Dijon FCO;4;0;19/10/2007;20:00;;2008;12
FC Libourne Saint Seurin;Chamois Niortais;0;2;19/10/2007;20:00;;2008;12
Stade de Reims;Montpellier Hérault SC;2;1;19/10/2007;20:00;;2008;12
FC Nantes;ESTAC Troyes;2;0;19/10/2007;20:30;;2008;12
Havre AC;Amiens SC;2;2;22/10/2007;20:30;;2008;12
AC Ajaccio;SC Bastia;1;3;26/10/2007;20:00;;2008;13
Amiens SC;Châteauroux;1;2;26/10/2007;20:00;;2008;13
Angers SCO;Havre AC;1;2;26/10/2007;20:00;;2008;13
US Boulogne CO;FC Gueugnon;0;0;26/10/2007;20:00;;2008;13
Dijon FCO;FC Libourne Saint Seurin;3;1;26/10/2007;20:00;;2008;13
EA Guingamp;Stade Brestois 29;1;0;26/10/2007;20:00;;2008;13
Montpellier Hérault SC;Clermont Foot;2;3;26/10/2007;20:00;;2008;13
CS Sedan;Stade de Reims;2;1;26/10/2007;20:00;;2008;13
ESTAC Troyes;GF38;2;2;26/10/2007;20:30;;2008;13
Chamois Niortais;FC Nantes;0;1;29/10/2007;20:30;;2008;13
Stade Brestois 29;CS Sedan;1;1;02/11/2007;20:00;;2008;14
Châteauroux;Angers SCO;2;2;02/11/2007;20:00;;2008;14
GF38;Dijon FCO;2;0;02/11/2007;20:00;;2008;14
FC Gueugnon;ESTAC Troyes;1;1;02/11/2007;20:00;;2008;14
FC Libourne Saint Seurin;US Boulogne CO;2;2;02/11/2007;20:00;;2008;14
Stade de Reims;Amiens SC;0;0;02/11/2007;20:00;;2008;14
FC Nantes;AC Ajaccio;2;1;02/11/2007;20:30;;2008;14
SC Bastia;Montpellier Hérault SC;1;1;03/11/2007;20:00;;2008;14
Havre AC;EA Guingamp;2;1;03/11/2007;20:30;;2008;14
Clermont Foot;Chamois Niortais;1;0;04/11/2007;18:00;;2008;14
US Boulogne CO;FC Nantes;4;0;05/11/2007;20:30;;2008;15
AC Ajaccio;FC Libourne Saint Seurin;2;3;06/11/2007;20:00;;2008;15
Amiens SC;SC Bastia;1;1;06/11/2007;20:00;;2008;15
Angers SCO;FC Gueugnon;2;0;06/11/2007;20:00;;2008;15
Châteauroux;Stade de Reims;0;1;06/11/2007;20:00;;2008;15
Montpellier Hérault SC;Stade Brestois 29;2;1;06/11/2007;20:00;;2008;15
ESTAC Troyes;Dijon FCO;3;0;06/11/2007;20:00;;2008;15
CS Sedan;Havre AC;2;1;06/11/2007;20:30;;2008;15
EA Guingamp;Clermont Foot;0;0;07/11/2007;19:00;;2008;15
Chamois Niortais;GF38;2;1;07/11/2007;20:30;;2008;15
SC Bastia;CS Sedan;3;1;09/11/2007;20:00;;2008;16
Stade Brestois 29;Stade de Reims;1;0;09/11/2007;20:00;;2008;16
Dijon FCO;US Boulogne CO;0;2;09/11/2007;20:00;;2008;16
FC Gueugnon;AC Ajaccio;0;2;09/11/2007;20:00;;2008;16
Havre AC;Châteauroux;2;0;09/11/2007;20:00;;2008;16
FC Nantes;Angers SCO;1;1;09/11/2007;20:30;;2008;16
Clermont Foot;Amiens SC;4;2;10/11/2007;20:00;;2008;16
FC Libourne Saint Seurin;EA Guingamp;2;1;10/11/2007;20:00;;2008;16
ESTAC Troyes;Chamois Niortais;1;1;10/11/2007;20:30;;2008;16
GF38;Montpellier Hérault SC;2;0;12/11/2007;20:30;;2008;16
AC Ajaccio;GF38;2;1;30/11/2007;20:00;;2008;17
Amiens SC;Stade Brestois 29;1;1;30/11/2007;20:00;;2008;17
Angers SCO;FC Libourne Saint Seurin;1;0;30/11/2007;20:00;;2008;17
US Boulogne CO;ESTAC Troyes;1;2;30/11/2007;20:00;;2008;17
Châteauroux;SC Bastia;1;1;30/11/2007;20:00;;2008;17
EA Guingamp;Dijon FCO;0;0;30/11/2007;20:00;;2008;17
Chamois Niortais;FC Gueugnon;2;2;30/11/2007;20:00;;2008;17
CS Sedan;Clermont Foot;2;2;30/11/2007;20:00;;2008;17
Stade de Reims;Havre AC;3;3;30/11/2007;20:30;;2008;17
Montpellier Hérault SC;FC Nantes;0;0;03/12/2007;20:30;;2008;17
SC Bastia;Angers SCO;0;1;07/12/2007;20:00;;2008;18
Stade Brestois 29;Châteauroux;2;1;07/12/2007;20:00;;2008;18
Clermont Foot;Stade de Reims;4;1;07/12/2007;20:00;;2008;18
Dijon FCO;Chamois Niortais;1;3;07/12/2007;20:00;;2008;18
FC Gueugnon;EA Guingamp;0;1;07/12/2007;20:00;;2008;18
FC Libourne Saint Seurin;CS Sedan;1;1;07/12/2007;20:00;;2008;18
FC Nantes;Amiens SC;3;1;07/12/2007;20:00;;2008;18
ESTAC Troyes;AC Ajaccio;0;1;07/12/2007;20:00;;2008;18
GF38;US Boulogne CO;1;2;07/12/2007;20:30;;2008;18
Havre AC;Montpellier Hérault SC;0;0;10/12/2007;20:30;;2008;18
AC Ajaccio;Chamois Niortais;2;1;21/12/2007;20:00;;2008;19
Amiens SC;FC Libourne Saint Seurin;NA;NA;21/12/2007;Reporté;;2008;19
Angers SCO;Dijon FCO;0;0;21/12/2007;20:00;;2008;19
US Boulogne CO;Stade Brestois 29;2;0;21/12/2007;20:00;;2008;19
Châteauroux;GF38;1;0;21/12/2007;20:00;;2008;19
Montpellier Hérault SC;FC Gueugnon;0;0;21/12/2007;20:00;;2008;19
Stade de Reims;SC Bastia;NA;NA;21/12/2007;Reporté;;2008;19
CS Sedan;ESTAC Troyes;NA;NA;21/12/2007;Reporté;;2008;19
Havre AC;Clermont Foot;NA;NA;21/12/2007;Reporté;;2008;19
EA Guingamp;FC Nantes;0;0;22/12/2007;20:30;;2008;19
Amiens SC;FC Libourne Saint Seurin;1;0;29/01/2008;20:00;;2008;19
CS Sedan;ESTAC Troyes;0;1;29/01/2008;20:30;;2008;19
Havre AC;Clermont Foot;1;0;01/02/2008;19:00;;2008;19
Stade de Reims;SC Bastia;1;2;01/04/2008;20:00;;2008;19
SC Bastia;Clermont Foot;0;0;11/01/2008;20:00;;2008;20
US Boulogne CO;AC Ajaccio;0;0;11/01/2008;20:00;;2008;20
Dijon FCO;Montpellier Hérault SC;0;2;11/01/2008;20:00;;2008;20
GF38;Angers SCO;0;0;11/01/2008;20:00;;2008;20
FC Gueugnon;CS Sedan;2;3;11/01/2008;20:00;;2008;20
FC Libourne Saint Seurin;Stade de Reims;1;1;11/01/2008;20:00;;2008;20
Chamois Niortais;EA Guingamp;1;3;11/01/2008;20:00;;2008;20
ESTAC Troyes;Amiens SC;1;0;11/01/2008;20:00;;2008;20
FC Nantes;Châteauroux;2;1;11/01/2008;20:30;;2008;20
Stade Brestois 29;Havre AC;0;2;14/01/2008;20:30;;2008;20
Amiens SC;Dijon FCO;2;2;18/01/2008;20:00;;2008;21
SC Bastia;Stade Brestois 29;4;0;18/01/2008;20:00;;2008;21
Châteauroux;FC Gueugnon;1;1;18/01/2008;20:00;;2008;21
EA Guingamp;AC Ajaccio;1;1;18/01/2008;20:00;;2008;21
Havre AC;FC Libourne Saint Seurin;1;1;18/01/2008;20:00;;2008;21
Montpellier Hérault SC;US Boulogne CO;3;0;18/01/2008;20:00;;2008;21
Stade de Reims;GF38;3;4;18/01/2008;20:00;;2008;21
CS Sedan;Chamois Niortais;1;0;18/01/2008;20:00;;2008;21
Angers SCO;ESTAC Troyes;0;1;18/01/2008;20:30;;2008;21
Clermont Foot;FC Nantes;2;1;21/01/2008;20:30;;2008;21
AC Ajaccio;Angers SCO;1;1;25/01/2008;20:00;;2008;22
US Boulogne CO;EA Guingamp;0;2;25/01/2008;20:00;;2008;22
Stade Brestois 29;Clermont Foot;1;1;25/01/2008;20:00;;2008;22
Dijon FCO;CS Sedan;1;1;25/01/2008;20:00;;2008;22
GF38;Amiens SC;2;2;25/01/2008;20:00;;2008;22
FC Gueugnon;SC Bastia;0;1;25/01/2008;20:00;;2008;22
FC Libourne Saint Seurin;Châteauroux;1;0;25/01/2008;20:00;;2008;22
Chamois Niortais;Stade de Reims;0;1;25/01/2008;20:00;;2008;22
ESTAC Troyes;Montpellier Hérault SC;2;1;25/01/2008;20:30;;2008;22
FC Nantes;Havre AC;0;1;28/01/2008;20:30;;2008;22
Amiens SC;EA Guingamp;3;1;08/02/2008;20:00;;2008;23
Angers SCO;US Boulogne CO;2;1;08/02/2008;20:00;;2008;23
SC Bastia;ESTAC Troyes;1;0;08/02/2008;20:00;;2008;23
Châteauroux;Dijon FCO;2;0;08/02/2008;20:00;;2008;23
Clermont Foot;FC Libourne Saint Seurin;1;1;08/02/2008;20:00;;2008;23
Montpellier Hérault SC;Chamois Niortais;1;0;08/02/2008;20:00;;2008;23
Stade de Reims;FC Gueugnon;2;1;08/02/2008;20:00;;2008;23
CS Sedan;AC Ajaccio;2;1;08/02/2008;20:00;;2008;23
Havre AC;GF38;0;0;08/02/2008;20:30;;2008;23
Stade Brestois 29;FC Nantes;1;2;11/02/2008;20:30;;2008;23
AC Ajaccio;Montpellier Hérault SC;2;1;15/02/2008;20:00;;2008;24
US Boulogne CO;CS Sedan;0;1;15/02/2008;20:00;;2008;24
Dijon FCO;Stade de Reims;2;2;15/02/2008;20:00;;2008;24
FC Gueugnon;Havre AC;3;4;15/02/2008;20:00;;2008;24
EA Guingamp;Angers SCO;1;0;15/02/2008;20:00;;2008;24
FC Libourne Saint Seurin;Stade Brestois 29;0;0;15/02/2008;20:00;;2008;24
Chamois Niortais;Amiens SC;1;3;15/02/2008;20:00;;2008;24
ESTAC Troyes;Châteauroux;2;0;15/02/2008;20:00;;2008;24
GF38;Clermont Foot;2;0;15/02/2008;20:30;;2008;24
FC Nantes;SC Bastia;2;0;18/02/2008;20:30;;2008;24
Amiens SC;AC Ajaccio;4;0;22/02/2008;20:00;;2008;25
Angers SCO;Chamois Niortais;1;1;22/02/2008;20:00;;2008;25
SC Bastia;FC Libourne Saint Seurin;2;1;22/02/2008;20:00;;2008;25
Stade Brestois 29;GF38;1;0;22/02/2008;20:00;;2008;25
Châteauroux;US Boulogne CO;1;0;22/02/2008;20:00;;2008;25
Clermont Foot;FC Gueugnon;1;0;22/02/2008;20:00;;2008;25
Montpellier Hérault SC;EA Guingamp;0;0;22/02/2008;20:00;;2008;25
Stade de Reims;ESTAC Troyes;0;1;22/02/2008;20:00;;2008;25
Havre AC;Dijon FCO;1;0;22/02/2008;20:30;;2008;25
CS Sedan;FC Nantes;1;2;25/02/2008;20:30;;2008;25
AC Ajaccio;Stade de Reims;0;0;29/02/2008;20:00;;2008;26
US Boulogne CO;Amiens SC;2;1;29/02/2008;20:00;;2008;26
Dijon FCO;Clermont Foot;3;1;29/02/2008;20:00;;2008;26
FC Gueugnon;Stade Brestois 29;0;1;29/02/2008;20:00;;2008;26
EA Guingamp;CS Sedan;2;1;29/02/2008;20:00;;2008;26
Montpellier Hérault SC;Angers SCO;1;0;29/02/2008;20:00;;2008;26
FC Nantes;FC Libourne Saint Seurin;2;2;29/02/2008;20:00;;2008;26
Chamois Niortais;Châteauroux;2;1;29/02/2008;20:00;;2008;26
GF38;SC Bastia;1;0;29/02/2008;20:30;;2008;26
ESTAC Troyes;Havre AC;4;1;03/03/2008;20:30;;2008;26
Amiens SC;Angers SCO;2;0;07/03/2008;20:00;;2008;27
SC Bastia;Chamois Niortais;2;2;07/03/2008;20:00;;2008;27
Stade Brestois 29;Dijon FCO;0;0;07/03/2008;20:00;;2008;27
Châteauroux;EA Guingamp;0;0;07/03/2008;20:00;;2008;27
Havre AC;AC Ajaccio;2;0;07/03/2008;20:00;;2008;27
FC Libourne Saint Seurin;FC Gueugnon;2;0;07/03/2008;20:00;;2008;27
Stade de Reims;US Boulogne CO;4;1;07/03/2008;20:00;;2008;27
CS Sedan;Montpellier Hérault SC;3;1;07/03/2008;20:00;;2008;27
Clermont Foot;ESTAC Troyes;1;2;07/03/2008;20:30;;2008;27
FC Nantes;GF38;1;0;10/03/2008;20:30;;2008;27
AC Ajaccio;Châteauroux;0;1;14/03/2008;20:00;;2008;28
Angers SCO;CS Sedan;1;1;14/03/2008;20:00;;2008;28
US Boulogne CO;Clermont Foot;1;2;14/03/2008;20:00;;2008;28
Dijon FCO;SC Bastia;2;1;14/03/2008;20:00;;2008;28
EA Guingamp;Stade de Reims;2;1;14/03/2008;20:00;;2008;28
Montpellier Hérault SC;Amiens SC;2;0;14/03/2008;20:00;;2008;28
ESTAC Troyes;Stade Brestois 29;1;3;14/03/2008;20:00;;2008;28
Chamois Niortais;Havre AC;0;3;14/03/2008;20:30;;2008;28
GF38;FC Libourne Saint Seurin;1;0;15/03/2008;20:00;;2008;28
FC Gueugnon;FC Nantes;1;1;17/03/2008;20:30;;2008;28
SC Bastia;EA Guingamp;0;1;21/03/2008;20:00;;2008;29
Stade Brestois 29;Chamois Niortais;4;2;21/03/2008;20:00;;2008;29
Châteauroux;Montpellier Hérault SC;1;0;21/03/2008;20:00;;2008;29
Clermont Foot;AC Ajaccio;2;0;21/03/2008;20:00;;2008;29
FC Gueugnon;GF38;1;1;21/03/2008;20:00;;2008;29
FC Libourne Saint Seurin;ESTAC Troyes;2;0;21/03/2008;20:00;;2008;29
Stade de Reims;Angers SCO;0;1;21/03/2008;20:00;;2008;29
FC Nantes;Dijon FCO;2;1;21/03/2008;20:30;;2008;29
CS Sedan;Amiens SC;1;1;22/03/2008;20:00;;2008;29
Havre AC;US Boulogne CO;2;0;24/03/2008;20:30;;2008;29
AC Ajaccio;Stade Brestois 29;1;1;28/03/2008;20:00;;2008;30
Angers SCO;Clermont Foot;2;1;28/03/2008;20:00;;2008;30
US Boulogne CO;SC Bastia;2;0;28/03/2008;20:00;;2008;30
Dijon FCO;FC Gueugnon;2;1;28/03/2008;20:00;;2008;30
EA Guingamp;GF38;1;2;28/03/2008;20:00;;2008;30
Montpellier Hérault SC;Stade de Reims;0;0;28/03/2008;20:00;;2008;30
Chamois Niortais;FC Libourne Saint Seurin;2;1;28/03/2008;20:00;;2008;30
Amiens SC;Havre AC;1;3;28/03/2008;20:30;;2008;30
CS Sedan;Châteauroux;2;1;30/03/2008;15:15;;2008;30
ESTAC Troyes;FC Nantes;0;2;31/03/2008;20:30;;2008;30
Stade Brestois 29;EA Guingamp;1;1;04/04/2008;20:00;;2008;31
Châteauroux;Amiens SC;1;1;04/04/2008;20:00;;2008;31
Clermont Foot;Montpellier Hérault SC;3;2;04/04/2008;20:00;;2008;31
FC Gueugnon;US Boulogne CO;0;1;04/04/2008;20:00;;2008;31
FC Libourne Saint Seurin;Dijon FCO;2;0;04/04/2008;20:00;;2008;31
FC Nantes;Chamois Niortais;1;1;04/04/2008;20:00;;2008;31
Stade de Reims;CS Sedan;3;1;04/04/2008;20:00;;2008;31
Havre AC;Angers SCO;3;2;04/04/2008;20:30;;2008;31
SC Bastia;AC Ajaccio;0;1;05/04/2008;20:00;;2008;31
GF38;ESTAC Troyes;2;0;07/04/2008;20:30;;2008;31
Montpellier Hérault SC;SC Bastia;2;1;10/04/2008;20:30;;2008;32
AC Ajaccio;FC Nantes;2;1;11/04/2008;20:00;;2008;32
Amiens SC;Stade de Reims;1;0;11/04/2008;20:00;;2008;32
Angers SCO;Châteauroux;3;0;11/04/2008;20:00;;2008;32
